1	text1_et.wav	text2_weak.wav
2	gt_strong.wav	text2_weak.wav
3	text1_et.wav	text2_strong.wav
4	text1_et.wav	text1_weak.wav
5	gt_weak.wav	text2_et.wav
6	text1_weak.wav	text2_et.wav
7	text1_et.wav	text2_et.wav
8	gt_weak.wav	text1_weak.wav
9	gt_strong.wav	text1_et.wav
10	text2_strong.wav	text2_weak.wav
11	text1_strong.wav	text2_et.wav
12	gt_weak.wav	text1_strong.wav
13	gt_strong.wav	text2_weak.wav
14	gt_weak.wav	text2_strong.wav
15	text1_et.wav	text1_strong.wav
16	gt_strong.wav	text1_strong.wav
17	gt_strong.wav	text2_strong.wav
18	text1_et.wav	text1_weak.wav
19	text1_et.wav	text2_strong.wav
20	gt_strong.wav	gt_weak.wav
21	text1_strong.wav	text1_weak.wav
22	text1_et.wav	text2_weak.wav
23	text1_weak.wav	text2_weak.wav
24	text1_strong.wav	text2_weak.wav
25	gt_strong.wav	text2_et.wav
26	text1_strong.wav	text2_strong.wav
27	gt_strong.wav	text1_weak.wav
28	text1_weak.wav	text2_strong.wav
29	gt_weak.wav	text2_weak.wav
30	gt_weak.wav	text1_et.wav
31	text2_et.wav	text2_weak.wav
32	text2_et.wav	text2_strong.wav
33	gt_strong.wav	text1_strong.wav
34	gt_strong.wav	text2_et.wav
35	text2_et.wav	text2_weak.wav
36	gt_strong.wav	text2_strong.wav
37	text1_et.wav	text2_weak.wav
38	text1_et.wav	text1_strong.wav
39	text1_strong.wav	text2_strong.wav
40	text1_strong.wav	text1_weak.wav
41	gt_strong.wav	text1_et.wav
42	text2_et.wav	text2_strong.wav
43	gt_weak.wav	text2_et.wav
44	gt_strong.wav	text2_weak.wav
45	gt_weak.wav	text1_strong.wav
46	text1_et.wav	text2_strong.wav
47	text1_et.wav	text2_et.wav
48	gt_strong.wav	text1_weak.wav
49	gt_weak.wav	text2_strong.wav
50	text1_weak.wav	text2_weak.wav
51	text1_strong.wav	text2_weak.wav
52	gt_weak.wav	text1_et.wav
53	gt_weak.wav	text2_weak.wav
54	text1_weak.wav	text2_strong.wav
55	text1_strong.wav	text2_et.wav
56	text1_weak.wav	text2_et.wav
57	text1_et.wav	text1_weak.wav
58	gt_weak.wav	text1_weak.wav
59	gt_strong.wav	gt_weak.wav
60	text2_strong.wav	text2_weak.wav
