1	SD06-Dialogue-41-MStudent-Turn-01.wav	SD06-Dialogue-41-Teacher-Turn-01_Neutral_xvector_average.wav	Neutral_xvector_average
2	SD12-Dialogue-38-FStudent-Turn-01.wav	SD12-Dialogue-38-Teacher-Turn-01_Sad_xvector_FConverted.wav	Sad_xvector_FConverted
3	SD06-Dialogue-29-MStudent-Turn-01.wav	SD06-Dialogue-29-Teacher-Turn-01_Neutral_xvector_average.wav	Neutral_xvector_average
4	SD12-Dialogue-54-FStudent-Turn-01.wav	SD12-Dialogue-54-Teacher-Turn-01_Sad_xvector_FConverted.wav	Sad_xvector_FConverted
5	SD12-Dialogue-54-FStudent-Turn-01.wav	SD12-Dialogue-54-Teacher-Turn-01_Neutral_xvector_average.wav	Neutral_xvector_average
6	SD06-Dialogue-29-MStudent-Turn-01.wav	SD06-Dialogue-29-Teacher-Turn-01_Sad_xvector_MConverted.wav	Sad_xvector_MConverted
7	SD12-Dialogue-38-FStudent-Turn-01.wav	SD12-Dialogue-38-Teacher-Turn-01_Neutral_xvector_average.wav	Neutral_xvector_average
8	SD06-Dialogue-29-MStudent-Turn-01.wav	SD06-Dialogue-29-Teacher-Turn-01_Neutral_xvector_average.wav	Neutral_xvector_average
9	SD12-Dialogue-38-FStudent-Turn-01.wav	SD12-Dialogue-38-Teacher-Turn-01_Sad_xvector_FConverted.wav	Sad_xvector_FConverted
10	SD06-Dialogue-41-MStudent-Turn-01.wav	SD06-Dialogue-41-Teacher-Turn-01_Sad_xvector_MConverted.wav	Sad_xvector_MConverted
11	SD12-Dialogue-54-FStudent-Turn-01.wav	SD12-Dialogue-54-Teacher-Turn-01_Sad_xvector_FConverted.wav	Sad_xvector_FConverted
12	SD06-Dialogue-41-MStudent-Turn-01.wav	SD06-Dialogue-41-Teacher-Turn-01_Neutral_xvector_average.wav	Neutral_xvector_average
13	SD12-Dialogue-54-FStudent-Turn-01.wav	SD12-Dialogue-54-Teacher-Turn-01_Sad_xvector_FConverted.wav	Sad_xvector_FConverted
14	SD12-Dialogue-54-FStudent-Turn-01.wav	SD12-Dialogue-54-Teacher-Turn-01_Neutral_xvector_average.wav	Neutral_xvector_average
15	SD06-Dialogue-29-MStudent-Turn-01.wav	SD06-Dialogue-29-Teacher-Turn-01_Sad_xvector_MConverted.wav	Sad_xvector_MConverted
16	SD06-Dialogue-41-MStudent-Turn-01.wav	SD06-Dialogue-41-Teacher-Turn-01_Neutral_xvector_average.wav	Neutral_xvector_average
17	SD12-Dialogue-38-FStudent-Turn-01.wav	SD12-Dialogue-38-Teacher-Turn-01_Sad_xvector_FConverted.wav	Sad_xvector_FConverted
18	SD06-Dialogue-29-MStudent-Turn-01.wav	SD06-Dialogue-29-Teacher-Turn-01_Neutral_xvector_average.wav	Neutral_xvector_average
19	SD12-Dialogue-38-FStudent-Turn-01.wav	SD12-Dialogue-38-Teacher-Turn-01_Neutral_xvector_average.wav	Neutral_xvector_average
20	SD06-Dialogue-41-MStudent-Turn-01.wav	SD06-Dialogue-41-Teacher-Turn-01_Sad_xvector_MConverted.wav	Sad_xvector_MConverted
