1	SD12-Dialogue-54-Teacher-Turn-01	Sad	Embedding_Table
2	LD02-Dialogue-09-Teacher-Turn-01	Neutral	Ground_Truth
3	SD06-Dialogue-29-Teacher-Turn-01	Sad	Embedding_Table
4	SD01-Dialogue-44-Teacher-Turn-01	Happy	SSLmodel_Ground_Truth
5	LD01-Dialogue-10-Teacher-Turn-02	Neutral	xvector_Ground_Truth
6	LD02-Dialogue-09-Teacher-Turn-01	Neutral	SSLmodel_M-student_Converted
7	LD01-Dialogue-10-Teacher-Turn-02	Neutral	Ground_Truth
8	LD02-Dialogue-09-Teacher-Turn-01	Neutral	xvector_Ground_Truth
9	LD02-Dialogue-08-Teacher-Turn-05	Neutral	Ground_Truth
10	SD12-Dialogue-54-Teacher-Turn-01	Sad	Embedding_Table
11	SD06-Dialogue-41-Teacher-Turn-01	Sad	xvector_Ground_Truth
12	SD12-Dialogue-38-Teacher-Turn-01	Sad	Ground_Truth
13	LD02-Dialogue-09-Teacher-Turn-01	Neutral	xvector_M-student_Converted
14	LD02-Dialogue-09-Teacher-Turn-01	Neutral	SSLmodel_Ground_Truth
15	SD12-Dialogue-54-Teacher-Turn-01	Sad	SSLmodel_F-student_Converted
16	SD01-Dialogue-14-Teacher-Turn-01	Happy	xvector_Ground_Truth
17	SD12-Dialogue-38-Teacher-Turn-01	Sad	SSLmodel_Ground_Truth
18	LD01-Dialogue-10-Teacher-Turn-02	Neutral	SSLmodel_F-student_Converted
19	SD07-Dialogue-60-Teacher-Turn-01	Happy	Ground_Truth
20	SD07-Dialogue-60-Teacher-Turn-01	Happy	xvector_Ground_Truth
21	LD01-Dialogue-01-Teacher-Turn-05	Neutral	Embedding_Table
22	LD02-Dialogue-08-Teacher-Turn-05	Neutral	SSLmodel_F-student_Converted
23	SD07-Dialogue-36-Teacher-Turn-02	Happy	Embedding_Table
24	SD07-Dialogue-36-Teacher-Turn-02	Happy	xvector_F-student_Converted
25	LD02-Dialogue-08-Teacher-Turn-05	Neutral	Embedding_Table
26	SD12-Dialogue-38-Teacher-Turn-01	Sad	SSLmodel_F-student_Converted
27	LD01-Dialogue-01-Teacher-Turn-05	Neutral	SSLmodel_Ground_Truth
28	SD06-Dialogue-29-Teacher-Turn-01	Sad	SSLmodel_M-student_Converted
29	SD12-Dialogue-38-Teacher-Turn-01	Sad	xvector_F-student_Converted
30	SD07-Dialogue-60-Teacher-Turn-01	Happy	Embedding_Table
31	SD06-Dialogue-41-Teacher-Turn-01	Sad	xvector_M-student_Converted
32	LD01-Dialogue-01-Teacher-Turn-05	Neutral	Ground_Truth
33	SD07-Dialogue-60-Teacher-Turn-01	Happy	xvector_F-student_Converted
34	SD12-Dialogue-54-Teacher-Turn-01	Sad	xvector_Ground_Truth
35	LD01-Dialogue-10-Teacher-Turn-02	Neutral	xvector_F-student_Converted
36	LD02-Dialogue-08-Teacher-Turn-05	Neutral	SSLmodel_Ground_Truth
37	SD01-Dialogue-44-Teacher-Turn-01	Happy	xvector_M-student_Converted
38	SD07-Dialogue-36-Teacher-Turn-02	Happy	xvector_Ground_Truth
39	LD01-Dialogue-10-Teacher-Turn-02	Neutral	SSLmodel_Ground_Truth
40	SD12-Dialogue-38-Teacher-Turn-01	Sad	xvector_Ground_Truth
41	SD01-Dialogue-44-Teacher-Turn-01	Happy	Ground_Truth
42	LD01-Dialogue-01-Teacher-Turn-05	Neutral	SSLmodel_M-student_Converted
43	LD01-Dialogue-01-Teacher-Turn-05	Neutral	xvector_Ground_Truth
44	SD07-Dialogue-60-Teacher-Turn-01	Happy	SSLmodel_F-student_Converted
45	LD01-Dialogue-01-Teacher-Turn-05	Neutral	xvector_M-student_Converted
46	SD12-Dialogue-54-Teacher-Turn-01	Sad	SSLmodel_Ground_Truth
47	SD06-Dialogue-29-Teacher-Turn-01	Sad	SSLmodel_Ground_Truth
48	SD01-Dialogue-14-Teacher-Turn-01	Happy	Embedding_Table
49	SD06-Dialogue-29-Teacher-Turn-01	Sad	xvector_Ground_Truth
50	LD02-Dialogue-09-Teacher-Turn-01	Neutral	SSLmodel_M-student_Converted
51	SD06-Dialogue-29-Teacher-Turn-01	Sad	Embedding_Table
52	SD12-Dialogue-54-Teacher-Turn-01	Sad	xvector_F-student_Converted
53	SD01-Dialogue-14-Teacher-Turn-01	Happy	SSLmodel_Ground_Truth
54	LD01-Dialogue-10-Teacher-Turn-02	Neutral	xvector_Ground_Truth
55	SD01-Dialogue-14-Teacher-Turn-01	Happy	Ground_Truth
56	SD06-Dialogue-29-Teacher-Turn-01	Sad	Ground_Truth
57	SD01-Dialogue-44-Teacher-Turn-01	Happy	SSLmodel_M-student_Converted
58	LD02-Dialogue-09-Teacher-Turn-01	Neutral	Ground_Truth
59	SD01-Dialogue-44-Teacher-Turn-01	Happy	Embedding_Table
60	SD01-Dialogue-44-Teacher-Turn-01	Happy	SSLmodel_Ground_Truth
61	SD07-Dialogue-36-Teacher-Turn-02	Happy	SSLmodel_Ground_Truth
62	SD12-Dialogue-38-Teacher-Turn-01	Sad	Embedding_Table
63	SD06-Dialogue-41-Teacher-Turn-01	Sad	SSLmodel_Ground_Truth
64	LD01-Dialogue-10-Teacher-Turn-02	Neutral	Embedding_Table
65	SD06-Dialogue-41-Teacher-Turn-01	Sad	SSLmodel_M-student_Converted
66	SD01-Dialogue-14-Teacher-Turn-01	Happy	xvector_M-student_Converted
67	SD01-Dialogue-44-Teacher-Turn-01	Happy	xvector_Ground_Truth
68	SD07-Dialogue-36-Teacher-Turn-02	Happy	SSLmodel_F-student_Converted
69	SD06-Dialogue-41-Teacher-Turn-01	Sad	Embedding_Table
70	SD07-Dialogue-60-Teacher-Turn-01	Happy	SSLmodel_Ground_Truth
71	SD01-Dialogue-14-Teacher-Turn-01	Happy	SSLmodel_M-student_Converted
72	LD02-Dialogue-09-Teacher-Turn-01	Neutral	Embedding_Table
73	LD02-Dialogue-08-Teacher-Turn-05	Neutral	xvector_F-student_Converted
74	SD12-Dialogue-54-Teacher-Turn-01	Sad	Ground_Truth
75	LD02-Dialogue-08-Teacher-Turn-05	Neutral	xvector_Ground_Truth
76	SD06-Dialogue-41-Teacher-Turn-01	Sad	Ground_Truth
77	SD07-Dialogue-36-Teacher-Turn-02	Happy	Ground_Truth
78	SD06-Dialogue-29-Teacher-Turn-01	Sad	xvector_M-student_Converted
79	LD01-Dialogue-10-Teacher-Turn-02	Neutral	SSLmodel_F-student_Converted
80	SD12-Dialogue-38-Teacher-Turn-01	Sad	Ground_Truth
81	SD07-Dialogue-60-Teacher-Turn-01	Happy	xvector_F-student_Converted
82	SD07-Dialogue-60-Teacher-Turn-01	Happy	SSLmodel_Ground_Truth
83	SD01-Dialogue-44-Teacher-Turn-01	Happy	xvector_M-student_Converted
84	SD12-Dialogue-38-Teacher-Turn-01	Sad	SSLmodel_F-student_Converted
85	SD12-Dialogue-54-Teacher-Turn-01	Sad	Embedding_Table
86	SD07-Dialogue-60-Teacher-Turn-01	Happy	SSLmodel_F-student_Converted
87	LD02-Dialogue-08-Teacher-Turn-05	Neutral	Embedding_Table
88	SD12-Dialogue-54-Teacher-Turn-01	Sad	SSLmodel_Ground_Truth
89	SD01-Dialogue-44-Teacher-Turn-01	Happy	Ground_Truth
90	SD01-Dialogue-44-Teacher-Turn-01	Happy	Embedding_Table
91	SD06-Dialogue-29-Teacher-Turn-01	Sad	xvector_Ground_Truth
92	SD12-Dialogue-38-Teacher-Turn-01	Sad	SSLmodel_Ground_Truth
93	SD07-Dialogue-60-Teacher-Turn-01	Happy	Ground_Truth
94	LD01-Dialogue-01-Teacher-Turn-05	Neutral	SSLmodel_Ground_Truth
95	SD12-Dialogue-38-Teacher-Turn-01	Sad	xvector_F-student_Converted
96	LD01-Dialogue-01-Teacher-Turn-05	Neutral	xvector_M-student_Converted
97	SD06-Dialogue-29-Teacher-Turn-01	Sad	Ground_Truth
98	SD06-Dialogue-29-Teacher-Turn-01	Sad	xvector_M-student_Converted
99	SD06-Dialogue-29-Teacher-Turn-01	Sad	Embedding_Table
100	SD01-Dialogue-14-Teacher-Turn-01	Happy	Ground_Truth
101	LD02-Dialogue-09-Teacher-Turn-01	Neutral	Embedding_Table
102	SD07-Dialogue-60-Teacher-Turn-01	Happy	xvector_Ground_Truth
103	LD01-Dialogue-10-Teacher-Turn-02	Neutral	xvector_F-student_Converted
104	SD01-Dialogue-14-Teacher-Turn-01	Happy	SSLmodel_M-student_Converted
105	SD06-Dialogue-41-Teacher-Turn-01	Sad	xvector_Ground_Truth
106	LD01-Dialogue-10-Teacher-Turn-02	Neutral	Ground_Truth
107	LD02-Dialogue-08-Teacher-Turn-05	Neutral	SSLmodel_F-student_Converted
108	LD02-Dialogue-08-Teacher-Turn-05	Neutral	xvector_Ground_Truth
109	LD01-Dialogue-10-Teacher-Turn-02	Neutral	Embedding_Table
110	SD06-Dialogue-41-Teacher-Turn-01	Sad	Embedding_Table
111	SD12-Dialogue-38-Teacher-Turn-01	Sad	Embedding_Table
112	SD07-Dialogue-36-Teacher-Turn-02	Happy	Embedding_Table
113	LD02-Dialogue-08-Teacher-Turn-05	Neutral	SSLmodel_Ground_Truth
114	LD01-Dialogue-01-Teacher-Turn-05	Neutral	Ground_Truth
115	SD07-Dialogue-36-Teacher-Turn-02	Happy	Ground_Truth
116	SD07-Dialogue-36-Teacher-Turn-02	Happy	xvector_Ground_Truth
117	LD02-Dialogue-09-Teacher-Turn-01	Neutral	xvector_Ground_Truth
118	SD12-Dialogue-54-Teacher-Turn-01	Sad	SSLmodel_F-student_Converted
119	SD07-Dialogue-36-Teacher-Turn-02	Happy	xvector_F-student_Converted
120	SD06-Dialogue-41-Teacher-Turn-01	Sad	SSLmodel_M-student_Converted
121	LD02-Dialogue-08-Teacher-Turn-05	Neutral	xvector_F-student_Converted
122	SD12-Dialogue-54-Teacher-Turn-01	Sad	xvector_Ground_Truth
123	SD01-Dialogue-44-Teacher-Turn-01	Happy	xvector_Ground_Truth
124	SD01-Dialogue-14-Teacher-Turn-01	Happy	Embedding_Table
125	SD07-Dialogue-60-Teacher-Turn-01	Happy	Embedding_Table
126	SD07-Dialogue-36-Teacher-Turn-02	Happy	SSLmodel_Ground_Truth
127	SD01-Dialogue-14-Teacher-Turn-01	Happy	SSLmodel_Ground_Truth
128	SD12-Dialogue-38-Teacher-Turn-01	Sad	xvector_Ground_Truth
129	LD01-Dialogue-01-Teacher-Turn-05	Neutral	SSLmodel_M-student_Converted
130	SD12-Dialogue-54-Teacher-Turn-01	Sad	Ground_Truth
131	SD01-Dialogue-44-Teacher-Turn-01	Happy	SSLmodel_M-student_Converted
132	SD06-Dialogue-41-Teacher-Turn-01	Sad	Ground_Truth
133	LD01-Dialogue-01-Teacher-Turn-05	Neutral	xvector_Ground_Truth
134	LD01-Dialogue-10-Teacher-Turn-02	Neutral	SSLmodel_Ground_Truth
135	SD06-Dialogue-29-Teacher-Turn-01	Sad	SSLmodel_M-student_Converted
136	SD07-Dialogue-36-Teacher-Turn-02	Happy	SSLmodel_F-student_Converted
137	LD01-Dialogue-10-Teacher-Turn-02	Neutral	xvector_Ground_Truth
138	LD02-Dialogue-08-Teacher-Turn-05	Neutral	Ground_Truth
139	SD12-Dialogue-54-Teacher-Turn-01	Sad	xvector_F-student_Converted
140	SD06-Dialogue-29-Teacher-Turn-01	Sad	SSLmodel_Ground_Truth
141	LD02-Dialogue-09-Teacher-Turn-01	Neutral	SSLmodel_Ground_Truth
142	SD01-Dialogue-14-Teacher-Turn-01	Happy	xvector_M-student_Converted
143	LD02-Dialogue-09-Teacher-Turn-01	Neutral	Ground_Truth
144	SD01-Dialogue-44-Teacher-Turn-01	Happy	SSLmodel_Ground_Truth
145	LD01-Dialogue-01-Teacher-Turn-05	Neutral	Embedding_Table
146	LD02-Dialogue-09-Teacher-Turn-01	Neutral	xvector_M-student_Converted
147	SD06-Dialogue-41-Teacher-Turn-01	Sad	SSLmodel_Ground_Truth
148	LD02-Dialogue-09-Teacher-Turn-01	Neutral	SSLmodel_M-student_Converted
149	SD06-Dialogue-41-Teacher-Turn-01	Sad	xvector_M-student_Converted
150	SD01-Dialogue-14-Teacher-Turn-01	Happy	xvector_Ground_Truth
